id,time,IaABC,IbABC,IcABC
1,10,0,0,0
2,20,0,0,0
3,30,0,0,0
4,40,0,0,0
5,50,0,0,0
6,60,0,0,0
7,70,0,0,0
8,80,0,0,0
9,90,0,0,0
10,100,0,0,0
11,110,0,0,0
12,120,0,0,0
13,130,0,0,0
14,140,0,0,0
15,150,0,0,0
16,160,0,0,0
17,170,0,0,0
18,180,0,0,0
19,190,0,0,0
20,200,0,0,0
21,210,0,0,0
22,220,0,0,0
23,230,0,0,0
24,240,0,0,0
25,250,0,0,0
26,260,0,0,0
27,270,0,0,0
28,280,0,0,0
29,290,0,0,0
30,300,0,0,0
31,310,0,0,0
32,320,0,0,0
33,330,0,0,0
34,340,0,0,0
35,350,0,0,0
36,360,0,0,0
37,370,0,0,0
38,380,0,0,0
39,390,0,0,0
40,400,0,0,0
41,410,0,0,0
42,420,0,0,0
43,430,0,0,0
44,440,0,0,0
45,450,0,0,0
46,460,0,0,0
47,470,0,0,0
48,480,0,0,0
49,490,0,0,0
50,500,0,0,0
51,510,0,0,0
52,520,0,0,0
53,530,0,0,0
54,540,0,0,0
55,550,0,0,0
56,560,0,0,0
57,570,0,0,0
58,580,0,0,0
59,590,0,0,0
60,600,0,0,0
61,610,0,0,0
62,620,0,0,0
63,630,0,0,0
64,640,0,0,0
65,650,0,0,0
66,660,0,0,0
67,670,0,0,0
68,680,0,0,0
69,690,0,0,0
70,700,0,0,0
71,710,0,0,0
72,720,0,0,0
73,730,0,0,0
74,740,0,0,0
75,750,0,0,0
76,760,0,0,0
77,770,0,0,0
78,780,0,0,0
79,790,0,0,0
80,800,0,0,0
81,810,0,0,0
82,820,0,0,0
83,830,0,0,0
84,840,0,0,0
85,850,0,0,0
86,860,0,0,0
87,870,0,0,0
88,880,0,0,0
89,890,0,0,0
90,900,0,0,0
91,910,0,0,0
92,920,0,0,0
93,930,0,0,0
94,940,0,0,0
95,950,0,0,0
96,960,0,0,0
97,970,0,0,0
98,980,0,0,0
99,990,0,0,0
100,1000,0,0,0
101,1010,0,0,0
102,1020,0,0,0
103,1030,0,0,0
104,1040,0,0,0
105,1050,0,0,0
106,1060,0,0,0
107,1070,0,0,0
108,1080,0,0,0
109,1090,0,0,0
110,1100,0,0,0
111,1110,0,0,0
112,1120,0,0,0
113,1130,0,0,0
114,1140,0,0,0
115,1150,0,0,0
116,1160,0,0,0
117,1170,0,0,0
118,1180,0,0,0
119,1190,0,0,0
120,1200,0,0,0
121,1210,0,0,0
122,1220,0,0,0
123,1230,0,0,0
124,1240,0,0,0
125,1250,0,0,0
126,1260,0,0,0
127,1270,0,0,0
128,1280,0,0,0
129,1290,0,0,0
130,1300,0,0,0
131,1310,0,0,0
132,1320,0,0,0
133,1330,0,0,0
134,1340,0,0,0
135,1350,0,0,0
136,1360,0,0,0
137,1370,0,0,0
138,1380,0,0,0
139,1390,0,0,0
140,1400,0,0,0
141,1410,0,0,0
142,1420,0,0,0
143,1430,0,0,0
144,1440,0,0,0
145,1450,0,0,0
146,1460,0,0,0
147,1470,0,0,0
148,1480,0,0,0
149,1490,0,0,0
150,1500,0,0,0
151,1510,0,0,0
152,1520,0,0,0
153,1530,0,0,0
154,1540,0,0,0
155,1550,0,0,0
156,1560,0,0,0
157,1570,0,0,0
158,1580,0,0,0
159,1590,0,0,0
160,1600,0,0,0
161,1610,0,0,0
162,1620,0,0,0
163,1630,0,0,0
164,1640,0,0,0
165,1650,0,0,0
166,1660,0,0,0
167,1670,0,0,0
168,1680,0,0,0
169,1690,0,0,0
170,1700,0,0,0
171,1710,0,0,0
172,1720,0,0,0
173,1730,0,0,0
174,1740,0,0,0
175,1750,0,0,0
176,1760,0,0,0
177,1770,0,0,0
178,1780,0,0,0
179,1790,0,0,0
180,1800,0,0,0
181,1810,0,0,0
182,1820,0,0,0
183,1830,0,0,0
184,1840,0,0,0
185,1850,0,0,0
186,1860,0,0,0
187,1870,0,0,0
188,1880,0,0,0
189,1890,0,0,0
190,1900,0,0,0
191,1910,0,0,0
192,1920,0,0,0
193,1930,0,0,0
194,1940,0,0,0
195,1950,0,0,0
196,1960,0,0,0
197,1970,0,0,0
198,1980,0,0,0
199,1990,0,0,0
200,2000,0,0,0
201,2010,0,0,0
202,2020,0,0,0
203,2030,0,0,0
204,2040,0,0,0
205,2050,0,0,0
206,2060,0,0,0
207,2070,0,0,0
208,2080,0,0,0
209,2090,0,0,0
210,2100,0,0,0
211,2110,0,0,0
212,2120,0,0,0
213,2130,0,0,0
214,2140,0,0,0
215,2150,0,0,0
216,2160,0,0,0
217,2170,0,0,0
218,2180,0,0,0
219,2190,0,0,0
220,2200,0,0,0
221,2210,0,0,0
222,2220,0,0,0
223,2230,0,0,0
224,2240,0,0,0
225,2250,0,0,0
226,2260,0,0,0
227,2270,0,0,0
228,2280,0,0,0
229,2290,0,0,0
230,2300,0,0,0
231,2310,0,0,0
232,2320,0,0,0
233,2330,0,0,0
234,2340,0,0,0
235,2350,0,0,0
236,2360,0,0,0
237,2370,0,0,0
238,2380,0,0,0
239,2390,0,0,0
240,2400,0,0,0
241,2410,0,0,0
242,2420,0,0,0
243,2430,0,0,0
244,2440,0,0,0
245,2450,0,0,0
246,2460,0,0,0
247,2470,0,0,0
248,2480,0,0,0
249,2490,0,0,0
250,2500,0,0,0
251,2510,0,0,0
252,2520,0,0,0
253,2530,0,0,0
254,2540,0,0,0
255,2550,0,0,0
256,2560,0,0,0
257,2570,0,0,0
258,2580,0,0,0
259,2590,0,0,0
260,2600,0,0,0
261,2610,0,0,0
262,2620,0,0,0
263,2630,0,0,0
264,2640,0,0,0
265,2650,0,0,0
266,2660,0,0,0
267,2670,0,0,0
268,2680,0,0,0
269,2690,0,0,0
270,2700,0,0,0
271,2710,0,0,0
272,2720,0,0,0
273,2730,0,0,0
274,2740,0,0,0
275,2750,0,0,0
276,2760,0,0,0
277,2770,0,0,0
278,2780,0,0,0
279,2790,0,0,0
280,2800,0,0,0
281,2810,0,0,0
282,2820,0,0,0
283,2830,0,0,0
284,2840,0,0,0
285,2850,0,0,0
286,2860,0,0,0
287,2870,0,0,0
288,2880,0,0,0
289,2890,0,0,0
290,2900,0,0,0
291,2910,0,0,0
292,2920,0,0,0
293,2930,0,0,0
294,2940,0,0,0
295,2950,0,0,0
296,2960,0,0,0
297,2970,0,0,0
298,2980,0,0,0
299,2990,0,0,0
300,3000,0,0,0
301,3010,0,0,0
302,3020,0,0,0
303,3030,0,0,0
304,3040,0,0,0
305,3050,0,0,0
306,3060,0,0,0
307,3070,0,0,0
308,3080,0,0,0
309,3090,0,0,0
310,3100,0,0,0
311,3110,0,0,0
312,3120,0,0,0
313,3130,0,0,0
314,3140,0,0,0
315,3150,0,0,0
316,3160,0,0,0
317,3170,0,0,0
318,3180,0,0,0
319,3190,0,0,0
320,3200,0,0,0
321,3210,0,0,0
322,3220,0,0,0
323,3230,0,0,0
324,3240,0,0,0
325,3250,0,0,0
326,3260,0,0,0
327,3270,0,0,0
328,3280,0,0,0
329,3290,0,0,0
330,3300,0,0,0
331,3310,0,0,0
332,3320,0,0,0
333,3330,0,0,0
334,3340,0,0,0
335,3350,0,0,0
336,3360,0,0,0
337,3370,0,0,0
338,3380,0,0,0
339,3390,0,0,0
340,3400,0,0,0
341,3410,0,0,0
342,3420,0,0,0
343,3430,0,0,0
344,3440,0,0,0
345,3450,0,0,0
346,3460,0,0,0
347,3470,0,0,0
348,3480,0,0,0
349,3490,0,0,0
350,3500,0,0,0
351,3510,0,0,0
352,3520,0,0,0
353,3530,0,0,0
354,3540,0,0,0
355,3550,0,0,0
356,3560,0,0,0
357,3570,0,0,0
358,3580,0,0,0
359,3590,0,0,0
360,3600,0,0,0
361,3610,0,0,0
362,3620,0,0,0
363,3630,0,0,0
364,3640,0,0,0
365,3650,0,0,0
366,3660,0,0,0
367,3670,0,0,0
368,3680,0,0,0
369,3690,0,0,0
370,3700,0,0,0
371,3710,0,0,0
372,3720,0,0,0
373,3730,0,0,0
374,3740,0,0,0
375,3750,0,0,0
376,3760,0,0,0
377,3770,0,0,0
378,3780,0,0,0
379,3790,0,0,0
380,3800,0,0,0
381,3810,0,0,0
382,3820,0,0,0
383,3830,0,0,0
384,3840,0,0,0
385,3850,0,0,0
386,3860,0,0,0
387,3870,0,0,0
388,3880,0,0,0
389,3890,0,0,0
390,3900,0,0,0
391,3910,0,0,0
392,3920,0,0,0
393,3930,0,0,0
394,3940,0,0,0
395,3950,0,0,0
396,3960,0,0,0
397,3970,0,0,0
398,3980,0,0,0
399,3990,0,0,0
400,4000,0,0,0
401,4010,0,0,0
402,4020,0,0,0
403,4030,0,0,0
404,4040,0,0,0
405,4050,0,0,0
406,4060,0,0,0
407,4070,0,0,0
408,4080,0,0,0
409,4090,0,0,0
410,4100,0,0,0
411,4110,0,0,0
412,4120,0,0,0
413,4130,0,0,0
414,4140,0,0,0
415,4150,0,0,0
416,4160,0,0,0
417,4170,0,0,0
418,4180,0,0,0
419,4190,0,0,0
420,4200,0,0,0
421,4210,0,0,0
422,4220,0,0,0
423,4230,0,0,0
424,4240,0,0,0
425,4250,0,0,0
426,4260,0,0,0
427,4270,0,0,0
428,4280,0,0,0
429,4290,0,0,0
430,4300,0,0,0
431,4310,0,0,0
432,4320,0,0,0
433,4330,0,0,0
434,4340,0,0,0
435,4350,0,0,0
436,4360,0,0,0
437,4370,0,0,0
438,4380,0,0,0
439,4390,0,0,0
440,4400,0,0,0
441,4410,0,0,0
442,4420,0,0,0
443,4430,0,0,0
444,4440,0,0,0
445,4450,0,0,0
446,4460,0,0,0
447,4470,0,0,0
448,4480,0,0,0
449,4490,0,0,0
450,4500,0,0,0
451,4510,0,0,0
452,4520,0,0,0
453,4530,0,0,0
454,4540,0,0,0
455,4550,0,0,0
456,4560,0,0,0
457,4570,0,0,0
458,4580,0,0,0
459,4590,0,0,0
460,4600,0,0,0
461,4610,0,0,0
462,4620,0,0,0
463,4630,0,0,0
464,4640,0,0,0
465,4650,0,0,0
466,4660,0,0,0
467,4670,0,0,0
468,4680,0,0,0
469,4690,0,0,0
470,4700,0,0,0
471,4710,0,0,0
472,4720,0,0,0
473,4730,0,0,0
474,4740,0,0,0
475,4750,0,0,0
476,4760,0,0,0
477,4770,0,0,0
478,4780,0,0,0
479,4790,0,0,0
480,4800,0,0,0
481,4810,0,0,0
482,4820,0,0,0
483,4830,0,0,0
484,4840,0,0,0
485,4850,0,0,0
486,4860,0,0,0
487,4870,0,0,0
488,4880,0,0,0
489,4890,0,0,0
490,4900,0,0,0
491,4910,0,0,0
492,4920,0,0,0
493,4930,0,0,0
494,4940,0,0,0
495,4950,0,0,0
496,4960,0,0,0
497,4970,0,0,0
498,4980,0,0,0
499,4990,0,0,0
500,5000,0,0,0
501,5010,0,0,0
502,5020,0,0,0
503,5030,0,0,0
504,5040,0,0,0
505,5050,0,0,0
506,5060,0,0,0
507,5070,0,0,0
508,5080,0,0,0
509,5090,0,0,0
510,5100,0,0,0
511,5110,0,0,0
512,5120,0,0,0
513,5130,0,0,0
514,5140,0,0,0
515,5150,0,0,0
516,5160,0,0,0
517,5170,0,0,0
518,5180,0,0,0
519,5190,0,0,0
520,5200,0,0,0
521,5210,0,0,0
522,5220,0,0,0
523,5230,0,0,0
524,5240,0,0,0
525,5250,0,0,0
526,5260,0,0,0
527,5270,0,0,0
528,5280,0,0,0
529,5290,0,0,0
530,5300,0,0,0
531,5310,0,0,0
532,5320,0,0,0
533,5330,0,0,0
534,5340,0,0,0
535,5350,0,0,0
536,5360,0,0,0
537,5370,0,0,0
538,5380,0,0,0
539,5390,0,0,0
540,5400,0,0,0
541,5410,0,0,0
542,5420,0,0,0
543,5430,0,0,0
544,5440,0,0,0
545,5450,0,0,0
546,5460,0,0,0
547,5470,0,0,0
548,5480,0,0,0
549,5490,0,0,0
550,5500,0,0,0
551,5510,0,0,0
552,5520,0,0,0
553,5530,0,0,0
554,5540,0,0,0
555,5550,0,0,0
556,5560,0,0,0
557,5570,0,0,0
558,5580,0,0,0
559,5590,0,0,0
560,5600,0,0,0
561,5610,0,0,0
562,5620,0,0,0
563,5630,0,0,0
564,5640,0,0,0
565,5650,0,0,0
566,5660,0,0,0
567,5670,0,0,0
568,5680,0,0,0
569,5690,0,0,0
570,5700,0,0,0
571,5710,0,0,0
572,5720,0,0,0
573,5730,0,0,0
574,5740,0,0,0
575,5750,0,0,0
576,5760,0,0,0
577,5770,0,0,0
578,5780,0,0,0
579,5790,0,0,0
580,5800,0,0,0
581,5810,0,0,0
582,5820,0,0,0
583,5830,0,0,0
584,5840,0,0,0
585,5850,0,0,0
586,5860,0,0,0
587,5870,0,0,0
588,5880,0,0,0
589,5890,0,0,0
590,5900,0,0,0
591,5910,0,0,0
592,5920,0,0,0
593,5930,0,0,0
594,5940,0,0,0
595,5950,0,0,0
596,5960,0,0,0
597,5970,0,0,0
598,5980,0,0,0
599,5990,0,0,0
600,6000,0,0,0
601,6010,0,0,0
602,6020,0,0,0
603,6030,0,0,0
604,6040,0,0,0
605,6050,0,0,0
606,6060,0,0,0
607,6070,0,0,0
608,6080,0,0,0
609,6090,0,0,0
610,6100,0,0,0
611,6110,0,0,0
612,6120,0,0,0
613,6130,0,0,0
614,6140,0,0,0
615,6150,0,0,0
616,6160,0,0,0
617,6170,0,0,0
618,6180,0,0,0
619,6190,0,0,0
620,6200,0,0,0
621,6210,0,0,0
622,6220,0,0,0
623,6230,0,0,0
624,6240,0,0,0
625,6250,0,0,0
626,6260,0,0,0
627,6270,0,0,0
628,6280,0,0,0
629,6290,0,0,0
630,6300,0,0,0
631,6310,0,0,0
632,6320,0,0,0
633,6330,0,0,0
634,6340,0,0,0
635,6350,0,0,0
636,6360,0,0,0
637,6370,0,0,0
638,6380,0,0,0
639,6390,0,0,0
640,6400,0,0,0
641,6410,0,0,0
642,6420,0,0,0
643,6430,0,0,0
644,6440,0,0,0
645,6450,0,0,0
646,6460,0,0,0
647,6470,0,0,0
648,6480,0,0,0
649,6490,0,0,0
650,6500,0,0,0
651,6510,0,0,0
652,6520,0,0,0
653,6530,0,0,0
654,6540,0,0,0
655,6550,0,0,0
656,6560,0,0,0
657,6570,0,0,0
658,6580,0,0,0
659,6590,0,0,0
660,6600,0,0,0
661,6610,0,0,0
662,6620,0,0,0
663,6630,0,0,0
664,6640,0,0,0
665,6650,0,0,0
666,6660,0,0,0
667,6670,0,0,0
668,6680,0,0,0
669,6690,0,0,0
670,6700,0,0,0
671,6710,0,0,0
672,6720,0,0,0
673,6730,0,0,0
674,6740,0,0,0
675,6750,0,0,0
676,6760,0,0,0
677,6770,0,0,0
678,6780,0,0,0
679,6790,0,0,0
680,6800,0,0,0
681,6810,0,0,0
682,6820,0,0,0
683,6830,0,0,0
684,6840,0,0,0
685,6850,0,0,0
686,6860,0,0,0
687,6870,0,0,0
688,6880,0,0,0
689,6890,0,0,0
690,6900,0,0,0
691,6910,0,0,0
692,6920,0,0,0
693,6930,0,0,0
694,6940,0,0,0
695,6950,0,0,0
696,6960,0,0,0
697,6970,0,0,0
698,6980,0,0,0
699,6990,0,0,0
700,7000,0,0,0
701,7010,0,0,0
702,7020,0,0,0
703,7030,0,0,0
704,7040,0,0,0
705,7050,0,0,0
706,7060,0,0,0
707,7070,0,0,0
708,7080,0,0,0
709,7090,0,0,0
710,7100,0,0,0
711,7110,0,0,0
712,7120,0,0,0
713,7130,0,0,0
714,7140,0,0,0
715,7150,0,0,0
716,7160,0,0,0
717,7170,0,0,0
718,7180,0,0,0
719,7190,0,0,0
720,7200,0,0,0
721,7210,0,0,0
722,7220,0,0,0
723,7230,0,0,0
724,7240,0,0,0
725,7250,0,0,0
726,7260,0,0,0
727,7270,0,0,0
728,7280,0,0,0
729,7290,0,0,0
730,7300,0,0,0
731,7310,0,0,0
732,7320,0,0,0
733,7330,0,0,0
734,7340,0,0,0
735,7350,0,0,0
736,7360,0,0,0
737,7370,0,0,0
738,7380,0,0,0
739,7390,0,0,0
740,7400,0,0,0
741,7410,0,0,0
742,7420,0,0,0
743,7430,0,0,0
744,7440,0,0,0
745,7450,0,0,0
746,7460,0,0,0
747,7470,0,0,0
748,7480,0,0,0
749,7490,0,0,0
750,7500,0,0,0
751,7510,0,0,0
752,7520,0,0,0
753,7530,0,0,0
754,7540,0,0,0
755,7550,0,0,0
756,7560,0,0,0
757,7570,0,0,0
758,7580,0,0,0
759,7590,0,0,0
760,7600,0,0,0
761,7610,0,0,0
762,7620,0,0,0
763,7630,0,0,0
764,7640,0,0,0
765,7650,0,0,0
766,7660,0,0,0
767,7670,0,0,0
768,7680,0,0,0
769,7690,0,0,0
770,7700,0,0,0
771,7710,0,0,0
772,7720,0,0,0
773,7730,0,0,0
774,7740,0,0,0
775,7750,0,0,0
776,7760,0,0,0
777,7770,0,0,0
778,7780,0,0,0
779,7790,0,0,0
780,7800,0,0,0
781,7810,0,0,0
782,7820,0,0,0
783,7830,0,0,0
784,7840,0,0,0
785,7850,0,0,0
786,7860,0,0,0
787,7870,0,0,0
788,7880,0,0,0
789,7890,0,0,0
790,7900,0,0,0
791,7910,0,0,0
792,7920,0,0,0
793,7930,0,0,0
794,7940,0,0,0
795,7950,0,0,0
796,7960,0,0,0
797,7970,0,0,0
798,7980,0,0,0
799,7990,0,0,0
800,8000,0,0,0
801,8010,0,0,0
802,8020,0,0,0
803,8030,0,0,0
804,8040,0,0,0
805,8050,0,0,0
806,8060,0,0,0
807,8070,0,0,0
808,8080,0,0,0
809,8090,0,0,0
810,8100,0,0,0
811,8110,0,0,0
812,8120,0,0,0
813,8130,0,0,0
814,8140,0,0,0
815,8150,0,0,0
816,8160,0,0,0
817,8170,0,0,0
818,8180,0,0,0
819,8190,0,0,0
820,8200,0,0,0
821,8210,0,0,0
822,8220,0,0,0
823,8230,0,0,0
824,8240,0,0,0
825,8250,0,0,0
826,8260,0,0,0
827,8270,0,0,0
828,8280,0,0,0
829,8290,0,0,0
830,8300,0,0,0
831,8310,0,0,0
832,8320,0,0,0
833,8330,0,0,0
834,8340,0,0,0
835,8350,0,0,0
836,8360,0,0,0
837,8370,0,0,0
838,8380,0,0,0
839,8390,0,0,0
840,8400,0,0,0
841,8410,0,0,0
842,8420,0,0,0
843,8430,0,0,0
844,8440,0,0,0
845,8450,0,0,0
846,8460,0,0,0
847,8470,0,0,0
848,8480,0,0,0
849,8490,0,0,0
850,8500,0,0,0
851,8510,0,0,0
852,8520,0,0,0
853,8530,0,0,0
854,8540,0,0,0
855,8550,0,0,0
856,8560,0,0,0
857,8570,0,0,0
858,8580,0,0,0
859,8590,0,0,0
860,8600,0,0,0
861,8610,0,0,0
862,8620,0,0,0
863,8630,0,0,0
864,8640,0,0,0
865,8650,0,0,0
866,8660,0,0,0
867,8670,0,0,0
868,8680,0,0,0
869,8690,0,0,0
870,8700,0,0,0
871,8710,0,0,0
872,8720,0,0,0
873,8730,0,0,0
874,8740,0,0,0
875,8750,0,0,0
876,8760,0,0,0
877,8770,0,0,0
878,8780,0,0,0
879,8790,0,0,0
880,8800,0,0,0
881,8810,0,0,0
882,8820,0,0,0
883,8830,0,0,0
884,8840,0,0,0
885,8850,0,0,0
886,8860,0,0,0
887,8870,0,0,0
888,8880,0,0,0
889,8890,0,0,0
890,8900,0,0,0
891,8910,0,0,0
892,8920,0,0,0
893,8930,0,0,0
894,8940,0,0,0
895,8950,0,0,0
896,8960,0,0,0
897,8970,0,0,0
898,8980,0,0,0
899,8990,0,0,0
900,9000,0,0,0
901,9010,0,0,0
902,9020,0,0,0
903,9030,0,0,0
904,9040,0,0,0
905,9050,0,0,0
906,9060,0,0,0
907,9070,0,0,0
908,9080,0,0,0
909,9090,0,0,0
910,9100,0,0,0
911,9110,0,0,0
912,9120,0,0,0
913,9130,0,0,0
914,9140,0,0,0
915,9150,0,0,0
916,9160,0,0,0
917,9170,0,0,0
918,9180,0,0,0
919,9190,0,0,0
920,9200,0,0,0
921,9210,0,0,0
922,9220,0,0,0
923,9230,0,0,0
924,9240,0,0,0
925,9250,0,0,0
926,9260,0,0,0
927,9270,0,0,0
928,9280,0,0,0
929,9290,0,0,0
930,9300,0,0,0
931,9310,0,0,0
932,9320,0,0,0
933,9330,0,0,0
934,9340,0,0,0
935,9350,0,0,0
936,9360,0,0,0
937,9370,0,0,0
938,9380,0,0,0
939,9390,0,0,0
940,9400,0,0,0
941,9410,0,0,0
942,9420,0,0,0
943,9430,0,0,0
944,9440,0,0,0
945,9450,0,0,0
946,9460,0,0,0
947,9470,0,0,0
948,9480,0,0,0
949,9490,0,0,0
950,9500,0,0,0
951,9510,0,0,0
952,9520,0,0,0
953,9530,0,0,0
954,9540,0,0,0
955,9550,0,0,0
956,9560,0,0,0
957,9570,0,0,0
958,9580,0,0,0
959,9590,0,0,0
960,9600,0,0,0
961,9610,0,0,0
962,9620,0,0,0
963,9630,0,0,0
964,9640,0,0,0
965,9650,0,0,0
966,9660,0,0,0
967,9670,0,0,0
968,9680,0,0,0
969,9690,0,0,0
970,9700,0,0,0
971,9710,0,0,0
972,9720,0,0,0
973,9730,0,0,0
974,9740,0,0,0
975,9750,0,0,0
976,9760,0,0,0
977,9770,0,0,0
978,9780,0,0,0
979,9790,0,0,0
980,9800,0,0,0
981,9810,0,0,0
982,9820,0,0,0
983,9830,0,0,0
984,9840,0,0,0
985,9850,0,0,0
986,9860,0,0,0
987,9870,0,0,0
988,9880,0,0,0
989,9890,0,0,0
990,9900,0,0,0
991,9910,0,0,0
992,9920,0,0,0
993,9930,0,0,0
994,9940,0,0,0
995,9950,0,0,0
996,9960,0,0,0
997,9970,0,0,0
998,9980,0,0,0
999,9990,0,0,0
1000,10000,0,0,0
1001,10010,0,0,0
1002,10020,0,0,0
1003,10030,0,0,0
1004,10040,0,0,0
1005,10050,0,0,0
1006,10060,0,0,0
1007,10070,0,0,0
1008,10080,0,0,0
1009,10090,0,0,0
1010,10100,0,0,0
1011,10110,0,0,0
1012,10120,0,0,0
1013,10130,0,0,0
1014,10140,0,0,0
1015,10150,0,0,0
1016,10160,0,0,0
1017,10170,0,0,0
1018,10180,0,0,0
1019,10190,0,0,0
1020,10200,0,0,0
1021,10210,0,0,0
1022,10220,0,0,0
1023,10230,0,0,0
1024,10240,0,0,0
1025,10250,0,0,0
1026,10260,0,0,0
1027,10270,0,0,0
1028,10280,0,0,0
1029,10290,0,0,0
1030,10300,0,0,0
1031,10310,0,0,0
1032,10320,0,0,0
1033,10330,0,0,0
1034,10340,0,0,0
1035,10350,0,0,0
1036,10360,0,0,0
1037,10370,0,0,0
1038,10380,0,0,0
1039,10390,0,0,0
1040,10400,0,0,0
1041,10410,0,0,0
1042,10420,0,0,0
1043,10430,0,0,0
1044,10440,0,0,0
1045,10450,0,0,0
1046,10460,0,0,0
1047,10470,0,0,0
1048,10480,0,0,0
1049,10490,0,0,0
1050,10500,0,0,0
1051,10510,0,0,0
1052,10520,0,0,0
1053,10530,0,0,0
1054,10540,0,0,0
1055,10550,0,0,0
1056,10560,0,0,0
1057,10570,0,0,0
1058,10580,0,0,0
1059,10590,0,0,0
1060,10600,0,0,0
1061,10610,0,0,0
1062,10620,0,0,0
1063,10630,0,0,0
1064,10640,0,0,0
1065,10650,0,0,0
1066,10660,0,0,0
1067,10670,0,0,0
1068,10680,0,0,0
1069,10690,0,0,0
1070,10700,0,0,0
1071,10710,0,0,0
1072,10720,0,0,0
1073,10730,0,0,0
1074,10740,0,0,0
1075,10750,0,0,0
1076,10760,0,0,0
1077,10770,0,0,0
1078,10780,0,0,0
1079,10790,0,0,0
1080,10800,0,0,0
1081,10810,0,0,0
1082,10820,0,0,0
1083,10830,0,0,0
1084,10840,0,0,0
1085,10850,0,0,0
1086,10860,0,0,0
1087,10870,0,0,0
1088,10880,0,0,0
1089,10890,0,0,0
1090,10900,0,0,0
1091,10910,0,0,0
1092,10920,0,0,0
1093,10930,0,0,0
1094,10940,0,0,0
1095,10950,0,0,0
1096,10960,0,0,0
1097,10970,0,0,0
1098,10980,0,0,0
1099,10990,0,0,0
1100,11000,0,0,0
1101,11010,0,0,0
1102,11020,0,0,0
1103,11030,0,0,0
1104,11040,0,0,0
1105,11050,0,0,0
1106,11060,0,0,0
1107,11070,0,0,0
1108,11080,0,0,0
1109,11090,0,0,0
1110,11100,0,0,0
1111,11110,0,0,0
1112,11120,0,0,0
1113,11130,0,0,0
1114,11140,0,0,0
1115,11150,0,0,0
1116,11160,0,0,0
1117,11170,0,0,0
1118,11180,0,0,0
1119,11190,0,0,0
1120,11200,0,0,0
1121,11210,0,0,0
1122,11220,0,0,0
1123,11230,0,0,0
1124,11240,0,0,0
1125,11250,0,0,0
1126,11260,0,0,0
1127,11270,0,0,0
1128,11280,0,0,0
1129,11290,0,0,0
1130,11300,0,0,0
1131,11310,0,0,0
1132,11320,0,0,0
1133,11330,0,0,0
1134,11340,0,0,0
1135,11350,0,0,0
1136,11360,0,0,0
1137,11370,0,0,0
1138,11380,0,0,0
1139,11390,0,0,0
1140,11400,0,0,0
1141,11410,0,0,0
1142,11420,0,0,0
1143,11430,0,0,0
1144,11440,0,0,0
1145,11450,0,0,0
1146,11460,0,0,0
1147,11470,0,0,0
1148,11480,0,0,0
1149,11490,0,0,0
1150,11500,0,0,0
1151,11510,0,0,0
1152,11520,0,0,0
1153,11530,0,0,0
1154,11540,0,0,0
1155,11550,0,0,0
1156,11560,0,0,0
1157,11570,0,0,0
1158,11580,0,0,0
1159,11590,0,0,0
1160,11600,0,0,0
1161,11610,0,0,0
1162,11620,0,0,0
1163,11630,0,0,0
1164,11640,0,0,0
1165,11650,0,0,0
1166,11660,0,0,0
1167,11670,0,0,0
1168,11680,0,0,0
1169,11690,0,0,0
1170,11700,0,0,0
1171,11710,0,0,0
1172,11720,0,0,0
1173,11730,0,0,0
1174,11740,0,0,0
1175,11750,0,0,0
1176,11760,0,0,0
1177,11770,0,0,0
1178,11780,0,0,0
1179,11790,0,0,0
1180,11800,0,0,0
1181,11810,0,0,0
1182,11820,0,0,0
1183,11830,0,0,0
1184,11840,0,0,0
1185,11850,0,0,0
1186,11860,0,0,0
1187,11870,0,0,0
1188,11880,0,0,0
1189,11890,0,0,0
1190,11900,0,0,0
1191,11910,0,0,0
1192,11920,0,0,0
1193,11930,0,0,0
1194,11940,0,0,0
1195,11950,0,0,0
1196,11960,0,0,0
1197,11970,0,0,0
1198,11980,0,0,0
1199,11990,0,0,0
1200,12000,0,0,0
1201,12010,0,0,0
1202,12020,0,0,0
1203,12030,0,0,0
1204,12040,0,0,0
1205,12050,0,0,0
1206,12060,0,0,0
1207,12070,0,0,0
1208,12080,0,0,0
1209,12090,0,0,0
1210,12100,0,0,0
1211,12110,0,0,0
1212,12120,0,0,0
1213,12130,0,0,0
1214,12140,0,0,0
1215,12150,0,0,0
1216,12160,0,0,0
1217,12170,0,0,0
1218,12180,0,0,0
1219,12190,0,0,0
1220,12200,0,0,0
1221,12210,0,0,0
1222,12220,0,0,0
1223,12230,0,0,0
1224,12240,0,0,0
1225,12250,0,0,0
1226,12260,0,0,0
1227,12270,0,0,0
1228,12280,0,0,0
1229,12290,0,0,0
1230,12300,0,0,0
1231,12310,0,0,0
1232,12320,0,0,0
1233,12330,0,0,0
1234,12340,0,0,0
1235,12350,0,0,0
1236,12360,0,0,0
1237,12370,0,0,0
1238,12380,0,0,0
1239,12390,0,0,0
1240,12400,0,0,0
1241,12410,0,0,0
1242,12420,0,0,0
1243,12430,0,0,0
1244,12440,0,0,0
1245,12450,0,0,0
1246,12460,0,0,0
1247,12470,0,0,0
1248,12480,0,0,0
1249,12490,0,0,0
1250,12500,0,0,0
1251,12510,0,0,0
1252,12520,0,0,0
1253,12530,0,0,0
1254,12540,0,0,0
1255,12550,0,0,0
1256,12560,0,0,0
